Learner,Country,Gender,YOB,Level of Education
Learner 6048,Saudi Arabia,Male,1966,Master's Degree
Learner 6064,Spain,Female,1966,Master's Degree
Learner 6088,Spain,Female,1966,Academic Degree
Learner 6096,Spain,Male,1966,Master's Degree
Learner 6116,South Korea,Male,1966,Academic Degree
Learner 6136,Spain,Male,1966,Academic Degree
Learner 6143,South Korea,Female,1966,Master's Degree
Learner 6150,France,Female,1966,Academic Degree
Learner 6165,South Korea,Female,1966,Academic Degree
Learner 6184,South Korea,Male,1966,Master's Degree
Learner 6208,Saudi Arabia,Male,1966,Academic Degree
Learner 6209,Germany,Male,1966,Academic Degree
Learner 6211,Germany,Female,1966,Academic Degree
Learner 6218,France,Female,1966,Academic Degree
Learner 6230,South Korea,Male,1966,Master's Degree
Learner 6233,Germany,Male,1966,Master's Degree
Learner 6234,Italy,Female,1966,Academic Degree
Learner 6241,Saudi Arabia,Male,1966,Master's Degree
Learner 6283,South Korea,Female,1966,Master's Degree
Learner 6284,France,Male,1966,Master's Degree
Learner 6309,Spain,Female,1966,Master's Degree
Learner 6315,Saudi Arabia,Male,1966,Academic Degree
Learner 6316,South Korea,Female,1966,Master's Degree
Learner 6353,Spain,Male,1966,Academic Degree
Learner 6356,South Korea,Male,1966,Master's Degree
Learner 6364,France,Male,1966,Academic Degree
Learner 6365,Germany,Female,1966,Academic Degree
Learner 6406,Italy,Female,1966,Master's Degree
Learner 6410,Germany,Male,1966,Master's Degree
Learner 6425,South Korea,Male,1966,Academic Degree
Learner 6428,Italy,Male,1966,Academic Degree
Learner 6435,South Korea,Male,1966,Academic Degree
Learner 6445,Italy,Male,1966,Master's Degree
Learner 6457,Saudi Arabia,Female,1966,Academic Degree
Learner 6468,South Korea,Female,1966,Academic Degree
Learner 6512,Indonesia,Female,1966,Academic Degree
Learner 6522,China,Female,1966,Master's Degree
Learner 6527,Indonesia,Male,1966,Master's Degree
Learner 6534,Brazil,Male,1966,Academic Degree
Learner 6538,China,Male,1966,Master's Degree
Learner 6550,India,Male,1966,Academic Degree
Learner 5648,Germany,Female,1967,Academic Degree
Learner 5710,Spain,Male,1967,Master's Degree
Learner 5739,France,Female,1967,Academic Degree
Learner 5742,Spain,Female,1967,Master's Degree
Learner 5744,Saudi Arabia,Male,1967,Academic Degree
Learner 5756,Italy,Male,1967,Master's Degree
Learner 5777,Saudi Arabia,Female,1967,Master's Degree
Learner 5789,Italy,Female,1967,Academic Degree
Learner 5791,Germany,Female,1967,Academic Degree
Learner 5856,Spain,Male,1967,Master's Degree
Learner 5874,Italy,Male,1967,Master's Degree
Learner 5918,Saudi Arabia,Male,1967,Academic Degree
Learner 5928,Germany,Male,1967,Master's Degree
Learner 5934,Saudi Arabia,Female,1967,Master's Degree
Learner 5937,Saudi Arabia,Male,1967,Academic Degree
Learner 5947,Spain,Male,1967,Academic Degree
Learner 5959,Italy,Female,1967,Master's Degree
Learner 5960,Italy,Female,1967,Master's Degree
Learner 5962,Saudi Arabia,Male,1967,Academic Degree
Learner 5967,South Korea,Female,1967,Master's Degree
Learner 5979,Spain,Male,1967,Master's Degree
Learner 5996,South Korea,Male,1967,Academic Degree
Learner 5999,Italy,Female,1967,Academic Degree
Learner 6004,Germany,Male,1967,Master's Degree
Learner 6019,Germany,Female,1967,Academic Degree
Learner 6042,Saudi Arabia,Male,1967,Master's Degree
Learner 6062,France,Female,1967,Academic Degree
Learner 6063,South Korea,Female,1967,Master's Degree
Learner 6072,France,Male,1967,Master's Degree
Learner 6080,Germany,Male,1967,Master's Degree
Learner 6094,France,Male,1967,Academic Degree
Learner 6117,Spain,Male,1967,Master's Degree
Learner 6122,Italy,Male,1967,Academic Degree
Learner 6159,Italy,Male,1967,Academic Degree
Learner 6235,Saudi Arabia,Female,1967,Academic Degree
Learner 6246,France,Female,1967,Academic Degree
Learner 6250,France,Female,1967,Academic Degree
Learner 6255,Spain,Female,1967,Master's Degree
Learner 6275,Germany,Male,1967,Master's Degree
Learner 6280,Spain,Female,1967,Academic Degree
Learner 6294,Germany,Male,1967,Academic Degree
Learner 6303,South Korea,Female,1967,Master's Degree
Learner 6304,Spain,Male,1967,Academic Degree
Learner 6308,Saudi Arabia,Male,1967,Master's Degree
Learner 6334,South Korea,Female,1967,Academic Degree
Learner 6350,Italy,Female,1967,Master's Degree
Learner 6420,Italy,Female,1967,Academic Degree
Learner 6424,Italy,Male,1967,Master's Degree
Learner 6472,South Korea,Female,1967,Master's Degree
Learner 6473,South Korea,Female,1967,Academic Degree
Learner 6484,Turkey,Female,1967,Academic Degree
Learner 6514,Netherlands,Female,1967,Master's Degree
Learner 6520,Netherlands,Male,1967,Academic Degree
Learner 6521,Brazil,Female,1967,Academic Degree
Learner 6551,India,Female,1967,Academic Degree
Learner 5649,Germany,Female,1968,Master's Degree
Learner 5653,Germany,Female,1968,Academic Degree
Learner 5661,Germany,Female,1968,Master's Degree
Learner 5668,Saudi Arabia,Male,1968,Academic Degree
Learner 5691,Spain,Male,1968,Master's Degree
Learner 5694,Italy,Male,1968,Master's Degree
Learner 5711,Germany,Male,1968,Academic Degree
Learner 5713,Italy,Female,1968,Master's Degree
Learner 5728,Spain,Male,1968,Master's Degree
Learner 5734,Italy,Male,1968,Academic Degree
Learner 5736,Saudi Arabia,Male,1968,Academic Degree
Learner 5741,France,Male,1968,Academic Degree
Learner 5752,South Korea,Male,1968,Master's Degree
Learner 5757,Saudi Arabia,Male,1968,Academic Degree
Learner 5767,Saudi Arabia,Female,1968,Master's Degree
Learner 5792,France,Female,1968,Academic Degree
Learner 5806,Spain,Male,1968,Academic Degree
Learner 5841,Saudi Arabia,Male,1968,Academic Degree
Learner 5861,Germany,Female,1968,Master's Degree
Learner 5868,South Korea,Male,1968,Master's Degree
Learner 5870,Italy,Male,1968,Academic Degree
Learner 5878,Italy,Male,1968,Master's Degree
Learner 5892,Spain,Female,1968,Master's Degree
Learner 5933,France,Male,1968,Master's Degree
Learner 5977,Italy,Male,1968,Master's Degree
Learner 6016,France,Female,1968,Master's Degree
Learner 6046,France,Male,1968,Academic Degree
Learner 6053,Italy,Male,1968,Master's Degree
Learner 6153,France,Female,1968,Master's Degree
Learner 6178,France,Male,1968,Master's Degree
Learner 6224,Saudi Arabia,Male,1968,Master's Degree
Learner 6238,Germany,Male,1968,Master's Degree
Learner 6242,South Korea,Male,1968,Master's Degree
Learner 6245,Italy,Male,1968,Master's Degree
Learner 6253,Saudi Arabia,Female,1968,Master's Degree
Learner 6281,France,Female,1968,Master's Degree
Learner 6290,Saudi Arabia,Female,1968,Academic Degree
Learner 6297,Italy,Female,1968,Academic Degree
Learner 6300,Italy,Female,1968,Master's Degree
Learner 6313,Germany,Male,1968,Master's Degree
Learner 6328,Spain,Female,1968,Master's Degree
Learner 6333,Germany,Male,1968,Academic Degree
Learner 6345,Spain,Female,1968,Academic Degree
Learner 6346,Italy,Female,1968,Master's Degree
Learner 6415,Germany,Male,1968,Academic Degree
Learner 6431,Saudi Arabia,Female,1968,Academic Degree
Learner 6437,South Korea,Female,1968,Master's Degree
Learner 6461,Saudi Arabia,Male,1968,Academic Degree
Learner 6466,France,Female,1968,Academic Degree
Learner 6489,Mexico,Female,1968,Academic Degree
Learner 6510,Brazil,Male,1968,Master's Degree
Learner 6537,India,Female,1968,Master's Degree
Learner 6556,Switzerland,Male,1968,Master's Degree
Learner 6557,Turkey,Female,1968,Master's Degree
Learner 5650,South Korea,Male,1969,Master's Degree
Learner 5662,France,Male,1969,Academic Degree
Learner 5669,Saudi Arabia,Male,1969,Academic Degree
Learner 5672,France,Female,1969,Academic Degree
Learner 5683,Italy,Female,1969,Master's Degree
Learner 5684,France,Female,1969,Academic Degree
Learner 5696,Spain,Male,1969,Academic Degree
Learner 5701,Germany,Male,1969,Academic Degree
Learner 5735,South Korea,Male,1969,Academic Degree
Learner 5796,Spain,Female,1969,Academic Degree
Learner 5823,Saudi Arabia,Female,1969,Academic Degree
Learner 5840,France,Female,1969,Academic Degree
Learner 5854,Saudi Arabia,Female,1969,Academic Degree
Learner 5855,Italy,Female,1969,Master's Degree
Learner 5871,Spain,Female,1969,Academic Degree
Learner 5895,Saudi Arabia,Male,1969,Academic Degree
Learner 5897,France,Female,1969,Master's Degree
Learner 5909,South Korea,Male,1969,Academic Degree
Learner 5920,Saudi Arabia,Female,1969,Master's Degree
Learner 5939,Saudi Arabia,Female,1969,Master's Degree
Learner 6005,Saudi Arabia,Female,1969,Academic Degree
Learner 6017,Italy,Female,1969,Academic Degree
Learner 6021,France,Male,1969,Master's Degree
Learner 6041,Spain,Male,1969,Academic Degree
Learner 6068,France,Female,1969,Master's Degree
Learner 6091,Spain,Male,1969,Master's Degree
Learner 6144,Saudi Arabia,Female,1969,Academic Degree
Learner 6152,Saudi Arabia,Male,1969,Master's Degree
Learner 6160,Italy,Female,1969,Master's Degree
Learner 6213,South Korea,Female,1969,Academic Degree
Learner 6226,Germany,Male,1969,Master's Degree
Learner 6227,Italy,Male,1969,Master's Degree
Learner 6229,Italy,Female,1969,Master's Degree
Learner 6266,Germany,Male,1969,Academic Degree
Learner 6282,Spain,Female,1969,Master's Degree
Learner 6324,South Korea,Male,1969,Academic Degree
Learner 6344,Italy,Male,1969,Academic Degree
Learner 6382,Spain,Male,1969,Master's Degree
Learner 6386,South Korea,Male,1969,Master's Degree
Learner 6408,Spain,Male,1969,Academic Degree
Learner 6416,South Korea,Male,1969,Master's Degree
Learner 6441,South Korea,Male,1969,Master's Degree
Learner 6444,Germany,Male,1969,Master's Degree
Learner 6496,Mexico,Female,1969,Academic Degree
Learner 6497,India,Female,1969,Academic Degree
Learner 6498,Turkey,Female,1969,Academic Degree
Learner 6504,Turkey,Female,1969,Academic Degree
Learner 6506,Mexico,Female,1969,Master's Degree
Learner 6513,China,Female,1969,Master's Degree
Learner 6531,China,Male,1969,Academic Degree
Learner 6533,Switzerland,Female,1969,Academic Degree
Learner 6546,India,Female,1969,Master's Degree
Learner 6565,Ukraine,Male,1969,Master's Degree
Learner 6569,Japan,Female,1969,Academic Degree
Learner 5645,Spain,Female,1970,Master's Degree
Learner 5660,Italy,Female,1970,Master's Degree
Learner 5678,Spain,Male,1970,Academic Degree
Learner 5681,France,Female,1970,Master's Degree
Learner 5686,Saudi Arabia,Male,1970,Academic Degree
Learner 5693,Saudi Arabia,Male,1970,Academic Degree
Learner 5718,France,Female,1970,Academic Degree
Learner 5727,Italy,Male,1970,Master's Degree
Learner 5754,Germany,Male,1970,Master's Degree
Learner 5764,Spain,Male,1970,Academic Degree
Learner 5765,Spain,Male,1970,Master's Degree
Learner 5770,Germany,Male,1970,Master's Degree
Learner 5771,Germany,Female,1970,Master's Degree
Learner 5787,Germany,Female,1970,Academic Degree
Learner 5811,South Korea,Male,1970,Academic Degree
Learner 5835,Germany,Male,1970,Academic Degree
Learner 5836,Germany,Female,1970,Academic Degree
Learner 5846,Spain,Female,1970,Academic Degree
Learner 5859,France,Male,1970,Academic Degree
Learner 5899,Italy,Female,1970,Academic Degree
Learner 5917,Italy,Male,1970,Master's Degree
Learner 5940,France,Male,1970,Master's Degree
Learner 5941,Italy,Male,1970,Academic Degree
Learner 5945,Saudi Arabia,Male,1970,Academic Degree
Learner 5963,Germany,Male,1970,Academic Degree
Learner 5969,Spain,Male,1970,Master's Degree
Learner 5971,Italy,Female,1970,Master's Degree
Learner 5974,South Korea,Male,1970,Master's Degree
Learner 5987,South Korea,Male,1970,Master's Degree
Learner 5995,Germany,Male,1970,Master's Degree
Learner 6022,South Korea,Male,1970,Academic Degree
Learner 6038,South Korea,Female,1970,Academic Degree
Learner 6045,Spain,Female,1970,Master's Degree
Learner 6134,Saudi Arabia,Male,1970,Academic Degree
Learner 6146,Spain,Male,1970,Master's Degree
Learner 6169,Germany,Female,1970,Academic Degree
Learner 6236,Germany,Male,1970,Academic Degree
Learner 6258,Germany,Male,1970,Academic Degree
Learner 6260,South Korea,Male,1970,Master's Degree
Learner 6286,Saudi Arabia,Male,1970,Academic Degree
Learner 6288,Saudi Arabia,Female,1970,Master's Degree
Learner 6301,Saudi Arabia,Female,1970,Master's Degree
Learner 6307,Saudi Arabia,Male,1970,Master's Degree
Learner 6312,Italy,Female,1970,Master's Degree
Learner 6323,Spain,Male,1970,Master's Degree
Learner 6343,Spain,Male,1970,Academic Degree
Learner 6390,Italy,Male,1970,Master's Degree
Learner 6395,South Korea,Male,1970,Master's Degree
Learner 6411,France,Female,1970,Master's Degree
Learner 6414,Spain,Male,1970,Academic Degree
Learner 6450,France,Male,1970,Academic Degree
Learner 6474,South Korea,Female,1970,Academic Degree
Learner 6475,Spain,Female,1970,Academic Degree
Learner 6525,China,Female,1970,Academic Degree
Learner 6552,Japan,Male,1970,Academic Degree
Learner 6561,Switzerland,Female,1970,Master's Degree
Learner 5658,Italy,Male,1971,Academic Degree
Learner 5663,Saudi Arabia,Female,1971,Master's Degree
Learner 5677,South Korea,Female,1971,Academic Degree
Learner 5682,Saudi Arabia,Female,1971,Academic Degree
Learner 5708,Italy,Male,1971,Academic Degree
Learner 5719,Spain,Male,1971,Master's Degree
Learner 5746,France,Female,1971,Master's Degree
Learner 5772,France,Female,1971,Academic Degree
Learner 5781,South Korea,Male,1971,Master's Degree
Learner 5802,Spain,Female,1971,Academic Degree
Learner 5867,Spain,Female,1971,Academic Degree
Learner 5886,Spain,Female,1971,Master's Degree
Learner 5896,South Korea,Male,1971,Academic Degree
Learner 5903,Germany,Female,1971,Academic Degree
Learner 5905,France,Male,1971,Academic Degree
Learner 5921,Germany,Male,1971,Master's Degree
Learner 5948,Spain,Female,1971,Academic Degree
Learner 5950,South Korea,Male,1971,Academic Degree
Learner 5954,South Korea,Female,1971,Master's Degree
Learner 5965,France,Female,1971,Academic Degree
Learner 6002,Saudi Arabia,Female,1971,Master's Degree
Learner 6008,Spain,Male,1971,Academic Degree
Learner 6009,South Korea,Male,1971,Academic Degree
Learner 6015,South Korea,Male,1971,Master's Degree
Learner 6061,Italy,Female,1971,Academic Degree
Learner 6070,South Korea,Male,1971,Academic Degree
Learner 6092,Germany,Female,1971,Master's Degree
Learner 6095,Saudi Arabia,Female,1971,Master's Degree
Learner 6118,France,Female,1971,Master's Degree
Learner 6121,France,Male,1971,Master's Degree
Learner 6132,Italy,Male,1971,Academic Degree
Learner 6175,Saudi Arabia,Female,1971,Master's Degree
Learner 6193,Italy,Male,1971,Master's Degree
Learner 6202,Saudi Arabia,Female,1971,Academic Degree
Learner 6210,South Korea,Male,1971,Academic Degree
Learner 6217,Saudi Arabia,Female,1971,Master's Degree
Learner 6248,Germany,Female,1971,Academic Degree
Learner 6251,France,Male,1971,Academic Degree
Learner 6254,France,Female,1971,Academic Degree
Learner 6257,South Korea,Male,1971,Academic Degree
Learner 6265,France,Female,1971,Master's Degree
Learner 6332,Spain,Male,1971,Master's Degree
Learner 6354,France,Female,1971,Academic Degree
Learner 6357,South Korea,Male,1971,Academic Degree
Learner 6374,France,Female,1971,Academic Degree
Learner 6388,Saudi Arabia,Female,1971,Master's Degree
Learner 6407,Spain,Female,1971,Academic Degree
Learner 6412,South Korea,Female,1971,Academic Degree
Learner 6432,South Korea,Female,1971,Master's Degree
Learner 6439,Italy,Female,1971,Master's Degree
Learner 6448,Germany,Male,1971,Academic Degree
Learner 6449,Germany,Male,1971,Master's Degree
Learner 6453,France,Female,1971,Academic Degree
Learner 6480,Japan,Female,1971,Academic Degree
Learner 6505,Mexico,Female,1971,Academic Degree
Learner 6511,Indonesia,Female,1971,Academic Degree
Learner 6535,Turkey,Female,1971,Master's Degree
Learner 6539,Mexico,Male,1971,Academic Degree
Learner 6543,Japan,Male,1971,Academic Degree
Learner 6548,Japan,Female,1971,Academic Degree
Learner 6568,Indonesia,Male,1971,Academic Degree
Learner 5670,France,Female,1972,Master's Degree
Learner 5679,Saudi Arabia,Female,1972,Academic Degree
Learner 5702,Spain,Male,1972,Academic Degree
Learner 5709,South Korea,Male,1972,Academic Degree
Learner 5716,Saudi Arabia,Male,1972,Academic Degree
Learner 5732,France,Female,1972,Academic Degree
Learner 5773,Saudi Arabia,Male,1972,Master's Degree
Learner 5775,Spain,Female,1972,Academic Degree
Learner 5783,Germany,Female,1972,Master's Degree
Learner 5810,France,Female,1972,Academic Degree
Learner 5824,Spain,Male,1972,Academic Degree
Learner 5838,Saudi Arabia,Male,1972,Master's Degree
Learner 5876,Spain,Female,1972,Academic Degree
Learner 5890,Italy,Female,1972,Academic Degree
Learner 5908,Saudi Arabia,Male,1972,Master's Degree
Learner 5911,Saudi Arabia,Female,1972,Academic Degree
Learner 5913,Spain,Female,1972,Academic Degree
Learner 5975,Spain,Male,1972,Master's Degree
Learner 5997,Germany,Female,1972,Academic Degree
Learner 6000,Spain,Male,1972,Master's Degree
Learner 6007,Saudi Arabia,Male,1972,Master's Degree
Learner 6014,Germany,Female,1972,Academic Degree
